"DateTime"," Palmer Drought Severity Index (PDSI) (gridMET) at 4005, 1979-01-01 to 2019-06-09"
"2015-03-01",-0.7343
"2015-03-10",-0.3045
"2015-03-20",0.2556
"2015-04-01",0.1564
"2015-04-10",-0.2358
"2015-04-20",-0.5864
"2015-05-01",-0.6821
"2015-05-10",-0.3008
"2015-05-20",0.1462
"2015-06-01",0.6394
"2015-06-10",1.2777
"2015-06-20",1.9229
"2015-07-01",2.4489
"2015-07-10",2.8242
"2015-07-20",3.0132
"2015-08-01",3.0788
"2015-08-10",3.1103
"2015-08-20",2.9946
"2015-09-01",2.9816
"2015-09-10",2.7329
"2015-09-20",2.4694
"2015-10-01",2.165
"2015-10-10",2.0954
"2015-10-20",2.2072
"2015-11-01",2.3913
"2015-11-10",2.4772
"2015-11-20",2.5499
"2015-12-01",2.509
"2015-12-10",2.3061
"2015-12-20",2.0742
"2016-01-01",2.0192
"2016-01-10",2.1677
"2016-01-20",2.2626
"2016-02-01",2.2908
"2016-02-10",2.19
"2016-02-20",1.9967
"2016-03-01",1.673
"2016-03-10",1.2986
"2016-03-20",0.908
"2016-04-01",0.4524
"2016-04-10",0.067
"2016-04-20",0.0128
"2016-05-01",0.0202
"2016-05-10",0.2876
"2016-05-20",0.5493
"2016-06-01",0.851
"2016-06-10",0.7989
"2016-06-20",0.6227
"2016-07-01",0.5009
"2016-07-10",0.4939
"2016-07-20",0.4022
"2016-08-01",0.221
"2016-08-10",0.3344
"2016-08-20",0.4395
"2016-09-01",0.6883
"2016-09-10",0.4689
"2016-09-20",0.2326
"2016-10-01",0.1917
"2016-10-10",0.1929
"2016-10-20",0.2287
"2016-11-01",-0.0488
"2016-11-10",-0.1094
"2016-11-20",-0.1821
"2016-12-01",-0.0276
"2016-12-10",-0.1142
"2016-12-20",-0.008
"2017-01-01",0.1539
"2017-01-10",0.4074
"2017-01-20",0.8077
"2017-02-01",1.1359
"2017-02-10",1.3083
"2017-02-20",1.293
"2017-03-01",1.319
"2017-03-10",1.3412
"2017-03-20",1.163
"2017-04-01",0.9615
"2017-04-10",0.9381
"2017-04-20",0.9399
"2017-05-01",0.2885
"2017-05-10",0.217
"2017-05-20",0.2737
"2017-06-01",1.1062
"2017-06-10",0.999
"2017-06-20",0.8159
"2017-07-01",0.6308
"2017-07-10",0.3709
"2017-07-20",0.3006
"2017-08-01",0.6233
"2017-08-10",0.8289
"2017-08-20",0.8827
"2017-09-01",0.4621
"2017-09-10",0.0339
"2017-09-20",-0.3663
"2017-10-01",-0.4195
"2017-10-10",-0.4469
"2017-10-20",-0.424
"2017-11-01",-0.8095
"2017-11-10",-1.112
"2017-11-20",-1.4655
"2017-12-01",-1.8012
"2017-12-10",-2.1121
"2017-12-20",-2.3561
"2018-01-01",-2.5716
"2018-01-10",-2.7113
"2018-01-20",-2.8075
"2018-02-01",-2.9053
"2018-02-10",-3.0951
"2018-02-20",-3.2018
"2018-03-01",-3.2494
"2018-03-10",-3.2607
"2018-03-20",-3.2545
"2018-04-01",-3.2794
"2018-04-10",-3.2999
"2018-04-20",-3.4013
"2018-05-01",-3.4878
"2018-05-10",-3.4935
"2018-05-20",-3.5091
"2018-06-01",-3.5091
"2018-06-10",-3.5695
"2018-06-20",-3.4607
"2018-07-01",-3.339
"2018-07-10",-3.2082
"2018-07-20",-2.9845
"2018-08-01",-2.8686
"2018-08-10",-2.8666
"2018-08-20",-3.1106
"2018-09-01",-3.2539
"2018-09-10",-3.3034
"2018-09-20",-3.3364
"2018-10-01",-3.4319
"2018-10-10",-3.2446
"2018-10-20",-2.8635
"2018-11-01",-2.2994
"2018-11-10",-2.1054
"2018-11-20",-2.1379
"2018-12-01",-2.248
"2018-12-10",-2.2543
"2018-12-20",-2.2952
"2019-01-01",-2.2169
"2019-01-10",-2.173
"2019-01-20",-1.9509
"2019-02-01",-1.9019
"2019-02-10",-1.8833
"2019-02-20",-1.562
"2019-03-01",-0.9234
"2019-03-10",-0.1495
"2019-03-20",0.4177
"2019-04-01",0.7898
"2019-04-10",1.0661
"2019-04-20",0.8933
"2019-05-01",0.7553
"2019-05-10",0.8828
"2019-05-20",1.2695
"2019-06-01",1.821
