"DateTime","(mm) SWE (SNODAS) at Mount Powell, 2007-11-02 to 2009-11-01"
"2007-11-02",0
"2007-11-03",0
"2007-11-04",0
"2007-11-05",0
"2007-11-06",0
"2007-11-07",0
"2007-11-08",0
"2007-11-09",0
"2007-11-10",0
"2007-11-11",0
"2007-11-12",0
"2007-11-13",0
"2007-11-14",0
"2007-11-15",0
"2007-11-16",0
"2007-11-17",0
"2007-11-18",0
"2007-11-19",0
"2007-11-20",0
"2007-11-21",0
"2007-11-22",0
"2007-11-23",0
"2007-11-24",0.1545
"2007-11-25",0
"2007-11-26",0
"2007-11-27",0
"2007-11-28",0
"2007-11-29",0
"2007-11-30",0
"2007-12-01",0
"2007-12-02",0
"2007-12-03",0
"2007-12-04",0
"2007-12-05",0
"2007-12-06",0
"2007-12-07",0
"2007-12-08",0
"2007-12-09",13.5102
"2007-12-10",15.3497
"2007-12-11",28.2221
"2007-12-12",34.6395
"2007-12-13",34.3965
"2007-12-14",34.0869
"2007-12-15",38.6932
"2007-12-16",37.9162
"2007-12-17",37.3376
"2007-12-18",35.6553
"2007-12-19",33.6131
"2007-12-20",31.5505
"2007-12-21",30.0891
"2007-12-22",34.9469
"2007-12-23",34.1974
"2007-12-24",32.4974
"2007-12-25",31.2156
"2007-12-26",30.0385
"2007-12-27",29.3874
"2007-12-28",29.2146
"2007-12-29",28.3915
"2007-12-30",27.4587
"2007-12-31",25.9937
"2008-01-01",24.2225
"2008-01-02",22.8995
"2008-01-03",20.0202
"2008-01-04",17.9065
"2008-01-05",16.0697
"2008-01-06",9.9494
"2008-01-07",14.83
"2008-01-08",27.7435
"2008-01-09",27.4683
"2008-01-10",25.8934
"2008-01-11",25.0775
"2008-01-12",23.3008
"2008-01-13",22.6738
"2008-01-14",22.4449
"2008-01-15",21.8948
"2008-01-16",20.2464
"2008-01-17",19.1847
"2008-01-18",18.5229
"2008-01-19",17.7829
"2008-01-20",16.865
"2008-01-21",14.7424
"2008-01-22",12.1333
"2008-01-23",10.8804
"2008-01-24",10.1334
"2008-01-25",11.0488
"2008-01-26",10.7053
"2008-01-27",9.8547
"2008-01-28",4.5166
"2008-01-29",13.1567
"2008-01-30",13.0647
"2008-01-31",14.8056
"2008-02-01",7.6771
"2008-02-02",6.2295
"2008-02-03",6.4933
"2008-02-04",13.9149
"2008-02-05",32.1498
"2008-02-06",35.5734
"2008-02-07",34.7737
"2008-02-08",33.2427
"2008-02-09",31.2825
"2008-02-10",29.5949
"2008-02-11",29.2554
"2008-02-12",26.6706
"2008-02-13",24.9646
"2008-02-14",17.8023
"2008-02-15",15.535
"2008-02-16",20.3875
"2008-02-17",19.7027
"2008-02-18",18.1612
"2008-02-19",17.0666
"2008-02-20",13.9627
"2008-02-21",13.2199
"2008-02-22",13.8729
"2008-02-23",21.751
"2008-02-24",29.1529
"2008-02-25",21.3824
"2008-02-26",17.9454
"2008-02-27",16.4036
"2008-02-28",14.6777
"2008-02-29",10.6227
"2008-03-01",7.6943
"2008-03-02",0.6412
"2008-03-03",2.0757
"2008-03-04",3.1126
"2008-03-05",0.2557
"2008-03-06",0.2034
"2008-03-07",0.1777
"2008-03-08",0.148
"2008-03-09",0.1255
"2008-03-10",0.1187
"2008-03-11",0.0783
"2008-03-12",0.1707
"2008-03-14",0
"2008-03-15",0
"2008-03-16",0
"2008-03-17",0
"2008-03-18",0.0746
"2008-03-19",0
"2008-03-20",0
"2008-03-21",0
"2008-03-22",0
"2008-03-23",0
"2008-03-24",0
"2008-03-25",0
"2008-03-26",0
"2008-03-27",0
"2008-03-28",0
"2008-03-29",0
"2008-03-30",0
