"DateTime","(mm) SWE (SNODAS) at Mount Powell, 2013-11-02 to 2015-11-01"
"2013-11-02",0
"2013-11-03",0
"2013-11-04",0
"2013-11-05",0
"2013-11-06",4.722
"2013-11-07",3.6175
"2013-11-08",0
"2013-11-09",0
"2013-11-10",0
"2013-11-11",0
"2013-11-12",0
"2013-11-13",0
"2013-11-14",0
"2013-11-15",0
"2013-11-16",0
"2013-11-17",0
"2013-11-18",0
"2013-11-19",0
"2013-11-20",0
"2013-11-21",0.9647
"2013-11-22",0
"2013-11-23",4.2592
"2013-11-24",8.6041
"2013-11-25",17.0163
"2013-11-26",18.3711
"2013-11-27",18.4347
"2013-11-28",10.875
"2013-11-29",8.0821
"2013-11-30",3.2477
"2013-12-01",1.3194
"2013-12-02",0.8245
"2013-12-03",0
"2013-12-04",0
"2013-12-05",3.8249
"2013-12-06",4.0492
"2013-12-07",3.4364
"2013-12-08",2.4401
"2013-12-09",7.0532
"2013-12-10",7.4449
"2013-12-11",6.9837
"2013-12-12",6.574
"2013-12-13",3.9627
"2013-12-14",3.4916
"2013-12-15",2.7701
"2013-12-16",1.8234
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0
"2013-12-21",4.1448
"2013-12-22",7.7719
"2013-12-23",7.7068
"2013-12-24",7.4592
"2013-12-25",4.8801
"2013-12-26",3.9829
"2013-12-27",2.4597
"2013-12-28",1.8595
"2013-12-29",0.5244
"2013-12-30",0.2122
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0
"2014-01-04",0
"2014-01-05",0
"2014-01-06",0
"2014-01-07",0
"2014-01-08",0
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",0
"2014-01-13",0
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",2.5114
"2014-02-02",6.1029
"2014-02-03",5.7005
"2014-02-04",8.7518
"2014-02-05",9.4697
"2014-02-06",14.451
"2014-02-07",15.8026
"2014-02-08",17.5407
"2014-02-09",7.3081
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",0
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0.5721
"2014-03-03",3.6051
"2014-03-04",1.5714
"2014-03-05",0.0836
"2014-03-06",0.0035
"2014-03-07",0
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",1.4388
"2014-03-16",0.0348
"2014-03-17",0
"2014-03-18",0
"2014-03-19",0
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
