"DateTime","(mm) SWE (SNODAS) at Mount Powell, 2017-11-02 to 2019-05-01"
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0
"2017-11-05",0
"2017-11-06",0
"2017-11-07",0
"2017-11-08",0
"2017-11-09",0
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0
"2017-11-19",0
"2017-11-20",0
"2017-11-21",0
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",0
"2017-11-29",0
"2017-11-30",0
"2017-12-01",0
"2017-12-02",0
"2017-12-03",0
"2017-12-04",0
"2017-12-05",0
"2017-12-06",0
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",0
"2017-12-21",0
"2017-12-22",0.9595
"2017-12-23",0.0096
"2017-12-24",0
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",4.0503
"2018-01-09",3.476
"2018-01-10",0
"2018-01-11",8.0018
"2018-01-12",10.6627
"2018-01-13",7.8187
"2018-01-14",6.9729
"2018-01-15",4.1545
"2018-01-16",1.8526
"2018-01-17",1.5997
"2018-01-18",1.0905
"2018-01-19",0.6261
"2018-01-20",0
"2018-01-21",2.8042
"2018-01-22",3.7873
"2018-01-23",3.2504
"2018-01-24",15.5919
"2018-01-25",13.576
"2018-01-26",4.8866
"2018-01-27",2.7065
"2018-01-28",2.1404
"2018-01-29",1.0337
"2018-01-30",0.3629
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",3.62
"2018-02-12",4.017
"2018-02-13",0
"2018-02-14",0
"2018-02-15",2.2186
"2018-02-16",6.3261
"2018-02-17",6.2324
"2018-02-18",3.0076
"2018-02-19",0
"2018-02-20",3.6077
"2018-02-21",7.209
"2018-02-22",7.5834
"2018-02-23",9.783
"2018-02-24",9.8928
"2018-02-25",10.0665
"2018-02-26",8.931
"2018-02-27",1.7029
"2018-02-28",0.3698
"2018-03-01",0.2284
"2018-03-02",0.0318
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",0
"2018-03-12",3.2427
"2018-03-13",2.9777
"2018-03-14",0
"2018-03-15",0
"2018-03-16",1.4262
"2018-03-17",0.1321
"2018-03-18",0
"2018-03-19",2
"2018-03-20",1.2743
"2018-03-21",0.2169
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0
"2018-03-28",6.9418
"2018-03-29",0.2731
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0
"2018-04-07",0
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",1.9319
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",0
"2018-05-04",0
"2018-05-05",0
"2018-05-06",0
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
