"DateTime","(mm) Snow Depth (SNODAS) at Mount Powell, 2009-11-02 to 2011-11-01"
"2009-11-02",0
"2009-11-03",0
"2009-11-04",0
"2009-11-05",0
"2009-11-06",0
"2009-11-07",0
"2009-11-08",0
"2009-11-09",0
"2009-11-10",0
"2009-11-11",0
"2009-11-12",0
"2009-11-13",0
"2009-11-14",0
"2009-11-15",0
"2009-11-16",0
"2009-11-17",0
"2009-11-18",0
"2009-11-19",0
"2009-11-20",0
"2009-11-21",0
"2009-11-22",0
"2009-11-23",0
"2009-11-24",0
"2009-11-25",0
"2009-11-26",0
"2009-11-27",0
"2009-11-28",0
"2009-11-29",0
"2009-11-30",27.9394
"2009-12-01",19.6066
"2009-12-02",5.6556
"2009-12-03",0.9782
"2009-12-04",0.392
"2009-12-05",0.021
"2009-12-06",0
"2009-12-07",0
"2009-12-08",78.8649
"2009-12-09",138.6776
"2009-12-10",121.485
"2009-12-11",107.9737
"2009-12-12",95.8618
"2009-12-13",84.9632
"2009-12-14",88.8426
"2009-12-15",71.5993
"2009-12-16",66.5355
"2009-12-17",58.735
"2009-12-18",46.1515
"2009-12-19",33.6605
"2009-12-20",29.4931
"2009-12-21",21.0808
"2009-12-22",10.6379
"2009-12-23",47.503
"2009-12-24",64.3137
"2009-12-25",51.8364
"2009-12-26",40.6742
"2009-12-27",36.4705
"2009-12-28",32.888
"2009-12-29",26.5405
"2009-12-30",44.3964
"2009-12-31",126.0034
"2010-01-01",462.1173
"2010-01-02",416.0466
"2010-01-03",379.9079
"2010-01-04",355.1347
"2010-01-05",340.1701
"2010-01-06",322.9171
"2010-01-07",301.1007
"2010-01-08",285.7577
"2010-01-09",275.5711
"2010-01-10",262.8848
"2010-01-11",254.1524
"2010-01-12",242.332
"2010-01-13",229.0979
"2010-01-14",210.0726
"2010-01-15",206.1349
"2010-01-16",198.9336
"2010-01-17",191.7905
"2010-01-18",180.9283
"2010-01-19",193.4765
"2010-01-20",233.4504
"2010-01-21",273.1055
"2010-01-22",343.8129
"2010-01-23",433.0164
"2010-01-24",465.035
"2010-01-25",441.2087
"2010-01-26",490.7851
"2010-01-27",470.5848
"2010-01-28",450.7461
"2010-01-29",531.1494
"2010-01-30",513.4718
"2010-01-31",496.2677
"2010-02-01",479.4866
"2010-02-02",466.4731
"2010-02-03",455.1811
"2010-02-04",520.023
"2010-02-05",508.964
"2010-02-06",451.0079
"2010-02-07",438.0891
"2010-02-08",434.522
"2010-02-09",440.0995
"2010-02-10",433.2765
"2010-02-11",428.815
"2010-02-12",418.3586
"2010-02-13",399.6117
"2010-02-14",380.9829
"2010-02-15",363.7371
"2010-02-16",355.4032
"2010-02-17",349.4372
"2010-02-18",343.2358
"2010-02-19",329.5344
"2010-02-20",316.1045
"2010-02-21",309.3964
"2010-02-22",319.2485
"2010-02-23",407.2855
"2010-02-24",548.2607
"2010-02-25",527.2397
"2010-02-26",514.0623
"2010-02-27",500.4383
"2010-02-28",482.722
"2010-03-01",469.4081
"2010-03-02",461.6534
"2010-03-03",453.1767
"2010-03-04",441.2195
"2010-03-05",396.7656
"2010-03-06",415.3412
"2010-03-07",398.1762
"2010-03-08",349.8307
"2010-03-09",362.755
"2010-03-10",370.5647
"2010-03-11",404.9664
"2010-03-12",413.8931
"2010-03-13",393.3743
"2010-03-14",335.1634
"2010-03-15",340.5759
"2010-03-16",347.0447
"2010-03-17",324.5502
"2010-03-18",299.4353
"2010-03-19",248.8232
"2010-03-20",223.28
"2010-03-21",219.5179
"2010-03-22",208.5594
"2010-03-23",164.245
"2010-03-24",156.8032
"2010-03-25",160.0146
"2010-03-26",138.8998
"2010-03-27",132.3938
"2010-03-28",127.7214
"2010-03-29",124.4697
"2010-03-30",105.3148
"2010-03-31",35.6733
"2010-04-01",9.6767
"2010-04-02",12.8525
"2010-04-03",7.9189
"2010-04-04",4.7545
"2010-04-05",0.7512
"2010-04-06",0
"2010-04-07",0
"2010-04-08",0
"2010-04-09",0
"2010-04-10",0
"2010-04-11",0
"2010-04-12",0
"2010-04-13",0
"2010-04-14",0
"2010-04-15",0
"2010-04-16",0
"2010-04-17",0
"2010-04-18",0
"2010-04-19",0
"2010-04-20",0
"2010-04-21",0
"2010-04-22",0
"2010-04-23",1.8745
"2010-04-24",0.6185
"2010-04-25",0
"2010-04-26",0
"2010-04-27",0
"2010-04-28",0
"2010-04-29",0
"2010-04-30",3.9223
"2010-05-01",0.8214
"2010-05-02",0
"2010-05-03",61.9452
"2010-05-04",0.1166
"2010-05-05",0
"2010-05-06",0
"2010-05-07",0
"2010-05-08",0
"2010-05-09",0
"2010-05-10",0
"2010-05-11",0
"2010-05-12",0
"2010-05-13",0
"2010-05-14",0
"2010-05-15",0
"2010-05-16",0
"2010-05-17",0
"2010-05-18",0
"2010-05-19",0
"2010-05-20",0
"2010-05-21",0
"2010-05-22",0
"2010-05-23",0
"2010-05-24",0
"2010-05-25",0
"2010-05-26",0
"2010-05-27",0
"2010-05-28",0
"2010-05-29",0
"2010-05-30",0
"2010-05-31",0
"2010-06-01",0
"2010-06-02",0
"2010-06-03",0
"2010-06-04",0
"2010-06-05",0
"2010-06-06",0
"2010-06-07",0
"2010-06-08",0
"2010-06-09",0
"2010-06-10",0
"2010-06-11",0
"2010-06-12",0
"2010-06-13",0
"2010-06-14",0
"2010-06-15",0
"2010-06-16",0
"2010-06-17",0
"2010-06-18",0
"2010-06-19",0
"2010-06-20",0
"2010-06-21",0
"2010-06-22",0
"2010-06-23",0
"2010-06-24",0
"2010-06-25",0
"2010-06-26",0
"2010-06-27",0
"2010-06-28",0
"2010-06-29",0
"2010-06-30",0
"2010-07-01",0
"2010-07-02",0
"2010-07-03",0
"2010-07-04",0
"2010-07-05",0
"2010-07-06",0
"2010-07-07",0
"2010-07-08",0
"2010-07-09",0
"2010-07-10",0
"2010-07-11",0
"2010-07-12",0
"2010-07-13",0
"2010-07-14",0
"2010-07-15",0
"2010-07-16",0
"2010-07-17",0
"2010-07-18",0
"2010-07-19",0
"2010-07-20",0
"2010-07-21",0
"2010-07-22",0
"2010-07-23",0
"2010-07-24",0
"2010-07-25",0
"2010-07-26",0
"2010-07-27",0
"2010-07-28",0
"2010-07-29",0
"2010-07-30",0
"2010-07-31",0
"2010-08-01",0
"2010-08-02",0
"2010-08-03",0
"2010-08-04",0
"2010-08-05",0
"2010-08-06",0
"2010-08-07",0
"2010-08-08",0
"2010-08-09",0
"2010-08-10",0
"2010-08-11",0
"2010-08-12",0
"2010-08-13",0
"2010-08-14",0
"2010-08-15",0
"2010-08-16",0
"2010-08-17",0
"2010-08-18",0
"2010-08-19",0
"2010-08-20",0
"2010-08-21",0
"2010-08-22",0
"2010-08-23",0
"2010-08-24",0
"2010-08-25",0
"2010-08-26",0
"2010-08-27",0
"2010-08-28",0
"2010-08-29",0
"2010-08-30",0
"2010-08-31",0
"2010-09-01",0
"2010-09-02",0
"2010-09-03",0
"2010-09-04",0
"2010-09-05",0
"2010-09-06",0
"2010-09-07",0
"2010-09-08",0
"2010-09-09",0
"2010-09-10",0
"2010-09-11",0
"2010-09-12",0
"2010-09-13",0
"2010-09-14",0
"2010-09-15",0
"2010-09-16",0
"2010-09-17",0
"2010-09-18",0
"2010-09-19",0
"2010-09-20",0
"2010-09-21",0
"2010-09-22",0
"2010-09-23",0
"2010-09-24",0
"2010-09-25",0
"2010-09-26",0
"2010-09-27",0
"2010-09-28",0
"2010-09-29",0
"2010-09-30",0
"2010-10-01",0
"2010-10-02",0
"2010-10-03",0
"2010-10-04",0
"2010-10-05",0
"2010-10-06",0
"2010-10-07",0
"2010-10-08",0
"2010-10-09",0
"2010-10-10",0
"2010-10-11",0
"2010-10-12",0
"2010-10-13",0
"2010-10-14",0
"2010-10-15",0
"2010-10-16",0
"2010-10-17",0
"2010-10-18",0
"2010-10-19",0
"2010-10-20",0
"2010-10-21",0
"2010-10-22",0
"2010-10-23",0
"2010-10-24",0
"2010-10-25",0
"2010-10-26",0.0067
"2010-10-27",0
"2010-10-28",0
"2010-10-29",0
"2010-10-30",0
"2010-10-31",0
"2010-11-01",0
"2010-11-02",0
"2010-11-03",0
"2010-11-04",0
"2010-11-05",0
"2010-11-06",0
"2010-11-07",0
"2010-11-08",0
"2010-11-09",0
"2010-11-10",0.001
"2010-11-11",0
"2010-11-12",0
"2010-11-13",0
"2010-11-14",0
"2010-11-15",0
"2010-11-16",0
"2010-11-17",0
"2010-11-18",0
"2010-11-19",0
"2010-11-20",0
"2010-11-21",0
"2010-11-22",0
"2010-11-23",37.8622
"2010-11-24",9.4795
"2010-11-25",37.0956
"2010-11-26",30.706
"2010-11-27",17.4181
"2010-11-28",0.0158
"2010-11-29",26.2582
"2010-11-30",20.8214
"2010-12-01",6.8507
"2010-12-02",0.0335
"2010-12-03",0
"2010-12-04",0
"2010-12-05",0
"2010-12-06",0
"2010-12-07",0
"2010-12-08",0
"2010-12-09",0
"2010-12-10",0
"2010-12-11",0
"2010-12-12",0
"2010-12-13",0
"2010-12-14",0
"2010-12-15",0
"2010-12-16",0
"2010-12-17",117.3301
"2010-12-18",114.5085
"2010-12-19",64.4384
"2010-12-20",0.4872
"2010-12-21",0
"2010-12-22",0
"2010-12-23",0
"2010-12-24",6.0382
"2010-12-25",2.8037
"2010-12-26",0.4232
"2010-12-27",0
"2010-12-28",0
"2010-12-29",0
"2010-12-30",45.519
"2010-12-31",184.6729
"2011-01-01",168.1443
"2011-01-02",154.5477
"2011-01-03",140.9408
"2011-01-04",125.6078
"2011-01-05",222.7904
"2011-01-06",208.4816
"2011-01-07",195.7502
"2011-01-08",182.3987
"2011-01-09",172.4322
"2011-01-10",157.8784
"2011-01-11",174.0796
"2011-01-12",151.7885
"2011-01-13",141.9944
"2011-01-14",120.8313
"2011-01-15",101.7394
"2011-01-16",71.3031
"2011-01-17",26.6702
"2011-01-18",0
"2011-01-19",6.0015
"2011-01-20",0.7103
"2011-01-21",0.3393
"2011-01-22",0.1484
"2011-01-23",0
"2011-01-24",0
"2011-01-25",0
"2011-01-26",0
"2011-01-27",0
"2011-01-28",0
"2011-01-29",0
"2011-01-30",0
"2011-01-31",0
"2011-02-01",3.5209
"2011-02-02",34.1112
"2011-02-03",96.1832
"2011-02-04",83.9775
"2011-02-05",65.7533
"2011-02-06",30.3378
"2011-02-07",17.9791
"2011-02-08",7.121
"2011-02-09",22.0706
"2011-02-10",98.118
"2011-02-11",82.4034
"2011-02-12",66.0997
"2011-02-13",47.9811
"2011-02-14",4.7699
"2011-02-15",0
"2011-02-16",0
"2011-02-17",0
"2011-02-18",0
"2011-02-19",0
"2011-02-20",4.6624
"2011-02-21",46.7547
"2011-02-22",39.0811
"2011-02-23",49.5382
"2011-02-24",37.6353
"2011-02-25",32.6165
"2011-02-26",23.1391
"2011-02-27",16.0128
"2011-02-28",21.7749
"2011-03-01",13.4746
"2011-03-02",9.5816
"2011-03-03",1.8977
"2011-03-04",0.159
"2011-03-05",0.0212
"2011-03-06",0
"2011-03-07",0
"2011-03-08",58.0065
"2011-03-09",101.0884
"2011-03-10",52.0146
"2011-03-11",6.375
"2011-03-12",0
"2011-03-13",0
"2011-03-14",0
"2011-03-15",0
"2011-03-16",0
"2011-03-17",0
"2011-03-18",0
"2011-03-19",0
"2011-03-20",0
"2011-03-21",0
"2011-03-22",0
"2011-03-23",5.677
"2011-03-24",0
"2011-03-25",0
"2011-03-26",0
"2011-03-27",0
"2011-03-28",0
"2011-03-29",0
"2011-03-30",0
"2011-03-31",0
"2011-04-01",0
"2011-04-02",0
"2011-04-03",0
"2011-04-04",0
"2011-04-05",0
"2011-04-06",0
"2011-04-07",0
"2011-04-08",0
"2011-04-09",0
"2011-04-10",9.9469
"2011-04-11",1.0404
"2011-04-12",0
"2011-04-13",0
"2011-04-14",0
"2011-04-15",0
"2011-04-16",0
"2011-04-17",0
"2011-04-18",0
"2011-04-19",0
"2011-04-20",0
"2011-04-21",0
"2011-04-22",0
"2011-04-23",0
"2011-04-24",0
"2011-04-25",0
"2011-04-26",0
"2011-04-27",0
"2011-04-28",0
"2011-04-29",0
"2011-04-30",0
"2011-05-01",0
"2011-05-02",0.0742
"2011-05-03",0
"2011-05-04",0
"2011-05-05",0
"2011-05-06",0
"2011-05-07",0
"2011-05-08",0
"2011-05-09",0
"2011-05-10",0
"2011-05-11",0
"2011-05-12",0
"2011-05-13",0
"2011-05-14",0
"2011-05-15",0
"2011-05-16",0
"2011-05-17",0
"2011-05-18",0
"2011-05-19",0
"2011-05-20",0.0848
"2011-05-21",0
"2011-05-22",0
"2011-05-23",0
"2011-05-24",0
"2011-05-25",0
"2011-05-26",0
"2011-05-27",0
"2011-05-28",0
"2011-05-29",0
"2011-05-30",0
"2011-05-31",0
"2011-06-01",0
"2011-06-02",0
"2011-06-03",0
"2011-06-04",0
"2011-06-05",0
"2011-06-06",0
"2011-06-07",0
"2011-06-08",0
"2011-06-09",0
"2011-06-10",0
"2011-06-11",0
"2011-06-12",0
"2011-06-13",0
"2011-06-14",0
"2011-06-15",0
"2011-06-16",0
"2011-06-17",0
"2011-06-18",0
"2011-06-19",0
"2011-06-20",0
"2011-06-21",0
"2011-06-22",0
"2011-06-23",0
"2011-06-24",0
"2011-06-25",0
"2011-06-26",0
"2011-06-27",0
"2011-06-28",0
"2011-06-29",0
"2011-06-30",0
"2011-07-01",0
"2011-07-02",0
"2011-07-03",0
"2011-07-04",0
"2011-07-05",0
"2011-07-06",0
"2011-07-07",0
"2011-07-08",0
"2011-07-09",0
"2011-07-10",0
"2011-07-11",0
"2011-07-12",0
"2011-07-13",0
"2011-07-14",0
"2011-07-15",0
"2011-07-16",0
"2011-07-17",0
"2011-07-18",0
"2011-07-19",0
"2011-07-20",0
"2011-07-21",0
"2011-07-22",0
"2011-07-23",0
"2011-07-24",0
"2011-07-25",0
"2011-07-26",0
"2011-07-27",0
"2011-07-28",0
"2011-07-29",0
"2011-07-30",0
"2011-07-31",0
"2011-08-01",0
"2011-08-02",0
"2011-08-03",0
"2011-08-04",0
"2011-08-05",0
"2011-08-06",0
"2011-08-07",0
"2011-08-08",0
"2011-08-09",0
"2011-08-10",0
"2011-08-11",0
"2011-08-12",0
"2011-08-13",0
"2011-08-14",0
"2011-08-15",0
"2011-08-16",0
"2011-08-17",0
"2011-08-18",0
"2011-08-19",0
"2011-08-20",0
"2011-08-21",0
"2011-08-22",0
"2011-08-23",0
"2011-08-24",0
"2011-08-25",0
"2011-08-26",0
"2011-08-27",0
"2011-08-28",0
"2011-08-29",0
"2011-08-30",0
"2011-08-31",0
"2011-09-01",0
"2011-09-02",0
"2011-09-03",0
"2011-09-04",0
"2011-09-05",0
"2011-09-06",0
"2011-09-07",0
