"DateTime","(mm) SWE (SNODAS) at Mount Powell, 2011-11-02 to 2013-11-01"
"2011-11-02",0
"2011-11-03",0
"2011-11-04",0
"2011-11-05",0
"2011-11-06",1.0656
"2011-11-07",0.4203
"2011-11-08",2.1328
"2011-11-09",3.9629
"2011-11-10",3.3209
"2011-11-11",1.8426
"2011-11-12",0.0156
"2011-11-13",0
"2011-11-14",0
"2011-11-15",0
"2011-11-16",0
"2011-11-17",0
"2011-11-18",0
"2011-11-19",0
"2011-11-20",0
"2011-11-21",0
"2011-11-22",0
"2011-11-23",0
"2011-11-24",0
"2011-11-25",0
"2011-11-26",0
"2011-11-27",0
"2011-11-28",0
"2011-11-29",0
"2011-11-30",0
"2011-12-01",0
"2011-12-02",0
"2011-12-03",6.2489
"2011-12-04",11.9147
"2011-12-05",12.528
"2011-12-06",16.3243
"2011-12-07",15.5866
"2011-12-08",4.2272
"2011-12-09",3.1013
"2011-12-10",2.3171
"2011-12-11",1.4717
"2011-12-12",0.7155
"2011-12-13",2.9084
"2011-12-14",6.5719
"2011-12-15",13.2841
"2011-12-16",12.6779
"2011-12-17",11.7017
"2011-12-18",8.483
"2011-12-19",2.5115
"2011-12-20",8.8722
"2011-12-21",28.4732
"2011-12-22",28.1111
"2011-12-23",44.1468
"2011-12-24",44.3495
"2011-12-25",43.3498
"2011-12-26",42.238
"2011-12-27",40.8291
"2011-12-28",37.3126
"2011-12-29",34.9889
"2011-12-30",31.7969
"2011-12-31",28.2462
"2012-01-01",19.6025
"2012-01-02",18.037
"2012-01-03",16.0426
"2012-01-04",32.8813
"2012-01-05",31.1423
"2012-01-06",29.4536
"2012-01-07",27.3579
"2012-01-08",22.5305
"2012-01-09",23.3868
"2012-01-10",27.0219
"2012-01-11",25.0561
"2012-01-12",22.0046
"2012-01-13",20.6208
"2012-01-14",18.6752
"2012-01-15",17.5398
"2012-01-16",14.6505
"2012-01-17",17.3672
"2012-01-18",22.6896
"2012-01-19",19.0913
"2012-01-20",10.2623
"2012-01-21",7.6556
"2012-01-22",2.7502
"2012-01-23",3.7929
"2012-01-24",3.5653
"2012-01-25",5.2832
"2012-01-26",4.2391
"2012-01-27",2.8458
"2012-01-28",2.3455
"2012-01-29",2.1265
"2012-01-30",1.9163
"2012-01-31",1.4184
"2012-02-01",1.0123
"2012-02-02",0.8693
"2012-02-03",0.9117
"2012-02-04",2.4794
"2012-02-05",1.2552
"2012-02-06",0.8587
"2012-02-07",0.8481
"2012-02-08",0.7633
"2012-02-09",0.6997
"2012-02-10",0.5937
