"DateTime","(mm) Snow Depth (SNODAS) at Mount Powell, 2007-11-02 to 2009-11-01"
"2007-11-02",0
"2007-11-03",0
"2007-11-04",0
"2007-11-05",0
"2007-11-06",0
"2007-11-07",0
"2007-11-08",0
"2007-11-09",0
"2007-11-10",0
"2007-11-11",0
"2007-11-12",0
"2007-11-13",0
"2007-11-14",0
"2007-11-15",0
"2007-11-16",0
"2007-11-17",0
"2007-11-18",0
"2007-11-19",0
"2007-11-20",0
"2007-11-21",0
"2007-11-22",0
"2007-11-23",0
"2007-11-24",0.3691
"2007-11-25",0.0237
"2007-11-26",0
"2007-11-27",0
"2007-11-28",0
"2007-11-29",0
"2007-11-30",0
"2007-12-01",0
"2007-12-02",0
"2007-12-03",0
"2007-12-04",0
"2007-12-05",0
"2007-12-06",0
"2007-12-07",0
"2007-12-08",0
"2007-12-09",96.058
"2007-12-10",111.0476
"2007-12-11",198.9447
"2007-12-12",248.0616
"2007-12-13",235.3482
"2007-12-14",223.7883
"2007-12-15",262.4727
"2007-12-16",246.7767
"2007-12-17",235.057
"2007-12-18",217.1381
"2007-12-19",199.0484
"2007-12-20",182.5159
"2007-12-21",170.0275
"2007-12-22",217.5709
"2007-12-23",206.7895
"2007-12-24",190.0686
"2007-12-25",178.3265
"2007-12-26",168.5408
"2007-12-27",162.7988
"2007-12-28",162.2313
"2007-12-29",155.7891
"2007-12-30",148.6819
"2007-12-31",139.0208
"2008-01-01",127.7539
"2008-01-02",120.102
"2008-01-03",103.7735
"2008-01-04",91.5231
"2008-01-05",77.4834
"2008-01-06",38.0188
"2008-01-07",67.6585
"2008-01-08",187.9065
"2008-01-09",179.2675
"2008-01-10",162.4846
"2008-01-11",153.0541
"2008-01-12",138.7361
"2008-01-13",132.3442
"2008-01-14",131.183
"2008-01-15",125.8956
"2008-01-16",114.1453
"2008-01-17",106.85
"2008-01-18",102.5582
"2008-01-19",97.4748
"2008-01-20",91.5994
"2008-01-21",78.9412
"2008-01-22",63.9324
"2008-01-23",56.8699
"2008-01-24",52.6091
"2008-01-25",61.7618
"2008-01-26",60.0598
"2008-01-27",54.1606
"2008-01-28",17
"2008-01-29",100.0394
"2008-01-30",93.7316
"2008-01-31",107.4977
"2008-02-01",51.1893
"2008-02-02",38.7798
"2008-02-03",41.5979
"2008-02-04",113.2396
"2008-02-05",270.3974
"2008-02-06",274.1097
"2008-02-07",251.7141
"2008-02-08",228.2412
"2008-02-09",205.5159
"2008-02-10",187.0467
"2008-02-11",179.4606
"2008-02-12",149.5628
"2008-02-13",137.4637
"2008-02-14",75.1869
"2008-02-15",64.9623
"2008-02-16",100.6812
"2008-02-17",99.0963
"2008-02-18",89.8959
"2008-02-19",83.5711
"2008-02-20",66.9872
"2008-02-21",61.3391
"2008-02-22",69.1407
"2008-02-23",145.9725
"2008-02-24",200.9349
"2008-02-25",88.1148
"2008-02-26",71.9114
"2008-02-27",65.2518
"2008-02-28",58.7936
"2008-02-29",40.3188
"2008-03-01",28.197
"2008-03-02",1.8802
"2008-03-03",17.3786
"2008-03-04",24.6526
"2008-03-05",0.9926
"2008-03-06",0.7776
"2008-03-07",0.6351
"2008-03-08",0.5534
"2008-03-09",0.4634
"2008-03-10",0.4323
"2008-03-11",0.2872
"2008-03-12",1.2366
"2008-03-14",0
"2008-03-15",0
"2008-03-16",0
"2008-03-17",0
"2008-03-18",2.4113
"2008-03-19",0
"2008-03-20",0
"2008-03-21",0
"2008-03-22",0
"2008-03-23",0
"2008-03-24",0
"2008-03-25",0
"2008-03-26",0
"2008-03-27",0
"2008-03-28",0
"2008-03-29",0
