"DateTime","(mm) Snow Depth (SNODAS) at Defiance Plateau, 2017-11-02 to 2019-05-01"
"2017-11-02",0
"2017-11-03",0
"2017-11-04",0
"2017-11-05",0
"2017-11-06",0
"2017-11-07",0
"2017-11-08",0
"2017-11-09",0
"2017-11-10",0
"2017-11-11",0
"2017-11-12",0
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0
"2017-11-19",0
"2017-11-20",0
"2017-11-21",0
"2017-11-22",0
"2017-11-23",0
"2017-11-24",0
"2017-11-25",0
"2017-11-26",0
"2017-11-27",0
"2017-11-28",0
"2017-11-29",0
"2017-11-30",0
"2017-12-01",0
"2017-12-02",0
"2017-12-03",0
"2017-12-04",0
"2017-12-05",0
"2017-12-06",0
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",0
"2017-12-21",0
"2017-12-22",16.9417
"2017-12-23",9.5926
"2017-12-24",0.0073
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0.3749
"2018-01-08",30.4952
"2018-01-09",20.8182
"2018-01-10",0
"2018-01-11",68.3532
"2018-01-12",57.3849
"2018-01-13",36.1251
"2018-01-14",32.3248
"2018-01-15",28.9815
"2018-01-16",25.092
"2018-01-17",23.3338
"2018-01-18",20.6598
"2018-01-19",18.4497
"2018-01-20",4.5077
"2018-01-21",60.5587
"2018-01-22",74.8241
"2018-01-23",65.8679
"2018-01-24",119.106
"2018-01-25",100.7206
"2018-01-26",50.0083
"2018-01-27",40.5316
"2018-01-28",36.4402
"2018-01-29",26.7861
"2018-01-30",21.9836
"2018-01-31",7.678
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",0.0066
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",26.079
"2018-02-12",14.7933
"2018-02-13",0
"2018-02-14",0
"2018-02-15",45.2672
"2018-02-16",70.0469
"2018-02-17",63.3465
"2018-02-18",45.0443
"2018-02-19",0
"2018-02-20",60.934
"2018-02-21",81.8284
"2018-02-22",71.4903
"2018-02-23",55.8392
"2018-02-24",58.7782
"2018-02-25",53.27
"2018-02-26",44.8928
"2018-02-27",15.4221
"2018-02-28",2.1455
"2018-03-01",0.9716
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",0
"2018-03-10",0
"2018-03-11",0
"2018-03-12",2.808
"2018-03-13",1.6535
"2018-03-14",0
"2018-03-15",0
"2018-03-16",21.3791
"2018-03-17",0.3679
"2018-03-18",0
"2018-03-19",28.484
"2018-03-20",24.554
"2018-03-21",4.6983
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",0
"2018-03-27",0.6194
"2018-03-28",0.0618
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0
"2018-04-07",0
"2018-04-08",0
"2018-04-09",0
"2018-04-10",0
"2018-04-11",0
"2018-04-12",0
"2018-04-13",0
"2018-04-14",0
"2018-04-15",0
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",0
"2018-04-20",0
"2018-04-21",17.2598
"2018-04-22",0
"2018-04-23",0
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0
"2018-04-28",0
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0
"2018-05-03",4.8786
"2018-05-04",0
"2018-05-05",0
"2018-05-06",0
"2018-05-07",0
"2018-05-08",0
"2018-05-09",0
"2018-05-10",0
"2018-05-11",0
"2018-05-12",0
"2018-05-13",0
"2018-05-14",0
"2018-05-15",0
"2018-05-16",0
"2018-05-17",0
"2018-05-18",0
"2018-05-19",0
"2018-05-20",0
"2018-05-21",0
"2018-05-22",0
"2018-05-23",0
"2018-05-24",0
"2018-05-25",0
"2018-05-26",0
"2018-05-27",0
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0
"2018-06-02",0
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0
"2018-06-07",0
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
