"DateTime","(mm) SWE (SNODAS) at Defiance Plateau, 2007-11-02 to 2009-11-01"
"2007-11-02",0
"2007-11-03",0
"2007-11-04",0
"2007-11-05",0
"2007-11-06",0
"2007-11-07",0
"2007-11-08",0
"2007-11-09",0
"2007-11-10",0
"2007-11-11",0
"2007-11-12",0
"2007-11-13",0
"2007-11-14",0
"2007-11-15",0
"2007-11-16",0
"2007-11-17",0
"2007-11-18",0
"2007-11-19",0
"2007-11-20",0
"2007-11-21",0
"2007-11-22",0
"2007-11-23",0
"2007-11-24",0
"2007-11-25",0
"2007-11-26",0
"2007-11-27",0
"2007-11-28",0
"2007-11-29",0
"2007-11-30",0
"2007-12-01",0
"2007-12-02",0.0055
"2007-12-03",0.0055
"2007-12-04",0
"2007-12-05",0
"2007-12-06",0
"2007-12-07",0
"2007-12-08",0
"2007-12-09",17.8161
"2007-12-10",18.8397
"2007-12-11",38.4577
"2007-12-12",48.0621
"2007-12-13",47.9224
"2007-12-14",47.7937
"2007-12-15",49.1765
"2007-12-16",48.4476
"2007-12-17",47.8535
"2007-12-18",46.4546
"2007-12-19",45.121
"2007-12-20",43.6465
"2007-12-21",42.7714
"2007-12-22",43.4948
"2007-12-23",42.5472
"2007-12-24",41.3784
"2007-12-25",40.3531
"2007-12-26",39.4346
"2007-12-27",38.8218
"2007-12-28",39.0747
"2007-12-29",38.5731
"2007-12-30",37.8335
"2007-12-31",36.6856
"2008-01-01",35.2032
"2008-01-02",33.9726
"2008-01-03",31.8968
"2008-01-04",30.5543
"2008-01-05",29.1935
"2008-01-06",21.994
"2008-01-07",26.9707
"2008-01-08",60.2169
"2008-01-09",60.1003
"2008-01-10",61.7189
"2008-01-11",61.0111
"2008-01-12",59.6143
"2008-01-13",58.7988
"2008-01-14",58.0873
"2008-01-15",57.3191
"2008-01-16",56.0932
"2008-01-17",55.1566
"2008-01-18",54.4604
"2008-01-19",53.6406
"2008-01-20",52.8121
"2008-01-21",50.9715
"2008-01-22",48.499
"2008-01-23",47.576
"2008-01-24",46.7605
"2008-01-25",48.8008
"2008-01-26",50.6514
"2008-01-27",49.8065
"2008-01-28",50.2815
"2008-01-29",62.7971
"2008-01-30",62.3272
"2008-01-31",65.1016
"2008-02-01",64.6288
"2008-02-02",63.4183
"2008-02-03",65.5262
"2008-02-04",77.0347
"2008-02-05",89.0417
"2008-02-06",88.5196
"2008-02-07",88.1041
"2008-02-08",87.0371
"2008-02-09",85.4038
"2008-02-10",83.9812
"2008-02-11",83.4718
"2008-02-12",81.7773
"2008-02-13",79.9228
"2008-02-14",76.2279
"2008-02-15",81.9487
"2008-02-16",87.3863
"2008-02-17",86.3855
"2008-02-18",84.9758
"2008-02-19",83.7902
"2008-02-20",82.9134
"2008-02-21",84.7926
"2008-02-22",89.4896
"2008-02-23",103.0591
"2008-02-24",109.8949
"2008-02-25",109.2245
"2008-02-26",107.6052
"2008-02-27",105.825
"2008-02-28",104.4303
"2008-02-29",100.6
"2008-03-01",95.6351
"2008-03-02",78.1385
"2008-03-03",71.157
"2008-03-04",69.3149
"2008-03-05",65.801
"2008-03-06",64.146
"2008-03-07",62.7191
"2008-03-08",61.4635
"2008-03-09",59.9048
"2008-03-10",58.9846
"2008-03-11",56.9103
"2008-03-12",54.1149
"2008-03-14",28.2968
"2008-03-15",18.7894
"2008-03-16",16.4529
"2008-03-17",15.5338
"2008-03-18",16.292
"2008-03-19",14.9391
"2008-03-20",13.4991
"2008-03-21",7.976
"2008-03-22",6.3492
"2008-03-23",4.7793
"2008-03-24",4.0729
"2008-03-25",2.2314
"2008-03-26",0.4729
