"DateTime","(mm) Snow Depth (SNODAS) at Carrizo, 2014-11-02 to 2017-11-01"
"2015-03-07",78.4353
"2015-03-08",70.5794
"2015-03-09",61.3706
"2015-03-10",54.2578
"2015-03-11",47.9408
"2015-03-12",43.1337
"2015-03-13",39.8527
"2015-03-14",30.5524
"2015-03-15",23.0635
"2015-03-16",15.0769
"2015-03-17",6.6657
"2015-03-18",1.3657
"2015-03-19",0.1439
"2015-03-20",0.0024
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",0
"2015-03-28",0
"2015-03-29",0
"2015-03-30",0
"2015-03-31",0
"2015-04-01",0
"2015-04-02",0
"2015-04-03",0
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",0
"2015-04-08",0
"2015-04-09",0
"2015-04-10",0
"2015-04-11",0
"2015-04-12",0
"2015-04-13",0
"2015-04-14",0
"2015-04-15",0
"2015-04-16",0
"2015-04-17",0
"2015-04-18",10.8426
"2015-04-19",0
"2015-04-20",0
"2015-04-21",0
"2015-04-22",0
"2015-04-23",0
"2015-04-24",0
"2015-04-25",0
"2015-04-26",0
"2015-04-27",2.2172
"2015-04-28",0.0354
"2015-04-29",0
"2015-04-30",0
"2015-05-01",0
"2015-05-02",0
"2015-05-03",0
"2015-05-04",0
"2015-05-05",0
"2015-05-06",0
"2015-05-07",0
"2015-05-08",0
"2015-05-09",0
"2015-05-10",3.3871
"2015-05-11",0.1297
"2015-05-12",0
"2015-05-13",0
"2015-05-14",0
"2015-05-15",0
"2015-05-16",0.1675
"2015-05-17",1.6629
"2015-05-18",0
"2015-05-19",0
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0
"2015-06-01",0
"2015-06-02",0
"2015-06-03",0
"2015-06-04",0
"2015-06-05",0
"2015-06-06",0
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0
"2015-07-22",0
"2015-07-23",0
"2015-07-24",0
"2015-07-25",0
"2015-07-26",0
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0
"2015-08-09",0
"2015-08-10",0
"2015-08-11",0
"2015-08-12",0
"2015-08-13",0
"2015-08-14",0
"2015-08-15",0
"2015-08-16",0
"2015-08-17",0
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",0
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0
"2015-08-28",0
"2015-08-29",0
"2015-08-30",0
"2015-08-31",0
"2015-09-01",0
"2015-09-02",0
"2015-09-03",0
"2015-09-04",0
"2015-09-05",0
"2015-09-06",0
"2015-09-07",0
"2015-09-08",0
"2015-09-09",0
"2015-09-10",0
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0
"2015-09-19",0
"2015-09-20",0
"2015-09-21",0
"2015-09-22",0
"2015-09-23",0
"2015-09-24",0
"2015-09-25",0
"2015-09-26",0
"2015-09-27",0
"2015-09-28",0
"2015-09-29",0
"2015-09-30",0
"2015-10-01",0
"2015-10-02",0
"2015-10-03",0
"2015-10-04",0
"2015-10-05",0
"2015-10-06",0
"2015-10-07",0
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",0
"2015-10-12",0
"2015-10-13",0
"2015-10-14",0
"2015-10-15",0
"2015-10-16",0
"2015-10-17",0
"2015-10-18",0
"2015-10-19",0
"2015-10-20",0
"2015-10-21",0
"2015-10-22",0
"2015-10-23",0
"2015-10-24",0
"2015-10-25",0
"2015-10-26",0
"2015-10-27",0
"2015-10-28",0
"2015-10-29",0
"2015-10-30",0
"2015-10-31",0
"2015-11-01",0
"2015-11-02",0
"2015-11-03",0
"2015-11-04",0
"2015-11-05",1.8492
"2015-11-06",25.3902
"2015-11-07",19.0067
"2015-11-08",9.5612
"2015-11-09",3.722
"2015-11-10",0
"2015-11-11",10.0428
"2015-11-12",17.0394
"2015-11-13",11.1115
"2015-11-14",5.1257
"2015-11-15",1.0826
"2015-11-16",0.0778
"2015-11-17",91.1994
"2015-11-18",91.1561
"2015-11-19",59.7222
"2015-11-20",43.6934
"2015-11-21",8.2413
"2015-11-22",5.9274
"2015-11-23",4.7528
"2015-11-24",3.3258
"2015-11-25",1.2548
"2015-11-26",0
"2015-11-27",0
"2015-11-28",0
"2015-11-29",0
"2015-11-30",0
"2015-12-01",0
"2015-12-02",0
"2015-12-03",0
"2015-12-04",0
"2015-12-05",0
"2015-12-06",0
"2015-12-07",0
"2015-12-08",0
"2015-12-09",0
"2015-12-10",0
"2015-12-11",0
"2015-12-12",0
"2015-12-13",29.405
"2015-12-14",15.1875
"2015-12-15",62.0925
"2015-12-16",98.491
"2015-12-17",88.9893
"2015-12-18",78.8661
"2015-12-19",70.0681
"2015-12-20",11.4685
"2015-12-21",32.0635
"2015-12-22",27.7984
"2015-12-23",183.8588
"2015-12-24",214.7556
"2015-12-25",216.1416
"2015-12-26",253.6006
"2015-12-27",243.4433
"2015-12-28",233.982
"2015-12-29",226.8714
"2015-12-30",231.7622
"2015-12-31",226.9237
"2016-01-01",222.2417
"2016-01-02",217.8017
"2016-01-03",212.0318
"2016-01-04",202.5234
"2016-01-05",229.2245
"2016-01-06",246.968
"2016-01-07",335.1626
"2016-01-08",492.6804
"2016-01-09",483.2825
"2016-01-10",460.6173
"2016-01-11",444.0467
"2016-01-12",424.8003
"2016-01-13",408.0446
"2016-01-14",393.9611
"2016-01-15",378.1512
"2016-01-16",390.2921
"2016-01-17",379.2768
"2016-01-18",362.4742
"2016-01-19",346.5495
"2016-01-20",351.2434
"2016-01-21",347.6303
"2016-01-22",334.3052
"2016-01-23",326.6564
"2016-01-24",305.5229
"2016-01-25",301.7175
"2016-01-26",295.1118
"2016-01-27",287.4057
"2016-01-28",278.4481
"2016-01-29",270.0262
"2016-01-30",256.4544
"2016-01-31",175.4627
"2016-02-01",165.0583
"2016-02-02",204.0459
"2016-02-03",218.574
"2016-02-04",213.0492
"2016-02-05",210.327
"2016-02-06",203.9887
"2016-02-07",196.8968
"2016-02-08",182.6838
"2016-02-09",146.9677
"2016-02-10",122.9882
"2016-02-11",106.7044
"2016-02-12",88.3459
"2016-02-13",69.5049
"2016-02-14",37.1464
"2016-02-15",32.0493
"2016-02-16",24.9976
"2016-02-17",18.1503
"2016-02-18",3.1583
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0.158
"2016-03-28",0
"2016-03-29",0
"2016-03-30",30.0691
"2016-03-31",28.5927
"2016-04-01",19.8239
"2016-04-02",13.5185
"2016-04-03",7.0337
"2016-04-04",0
"2016-04-05",0
"2016-04-06",0
"2016-04-07",0
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0
"2016-04-11",0
"2016-04-12",0
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0
"2016-04-16",70.6914
"2016-04-17",159.197
"2016-04-18",150.2726
"2016-04-19",77.0497
"2016-04-20",44.0262
"2016-04-21",3.4673
"2016-04-22",0.0873
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",0
"2016-04-27",0.2689
"2016-04-28",0
"2016-04-29",0
"2016-04-30",1.7337
"2016-05-01",2.0238
"2016-05-02",18.3462
"2016-05-03",12.6262
"2016-05-04",3.5758
"2016-05-05",0
"2016-05-06",0
"2016-05-07",0
"2016-05-08",0
"2016-05-09",0
"2016-05-10",0
"2016-05-11",0
"2016-05-12",0
"2016-05-13",0
"2016-05-14",0
"2016-05-15",0
"2016-05-16",0
"2016-05-17",0
"2016-05-18",0
"2016-05-19",0
"2016-05-20",0
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0
"2016-06-29",0
"2016-06-30",0
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",0
"2016-07-16",0
"2016-07-17",0
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0
"2016-07-21",0
"2016-07-22",0
"2016-07-23",0
"2016-07-24",0
"2016-07-25",0
"2016-07-26",0
"2016-07-27",0
"2016-07-28",0
"2016-07-29",0
"2016-07-30",0
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0
"2016-08-22",0
"2016-08-23",0
"2016-08-24",0
"2016-08-25",0
"2016-08-26",0
"2016-08-27",0
"2016-08-28",0
"2016-08-29",0
"2016-08-30",0
"2016-08-31",0
"2016-09-01",0
"2016-09-02",0
"2016-09-03",0
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0
"2016-09-18",0
"2016-09-19",0
"2016-09-20",0
"2016-09-21",0
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",0
"2016-10-20",0
"2016-10-21",0
"2016-10-22",0
"2016-10-23",0
"2016-10-24",0
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",0
"2016-10-31",0
"2016-11-01",0
"2016-11-02",0
"2016-11-03",0
"2016-11-04",0
"2016-11-05",0
"2016-11-06",0
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",0
"2016-11-14",0
"2016-11-15",0
"2016-11-16",0
"2016-11-17",0
"2016-11-18",0
"2016-11-19",0
"2016-11-20",0
"2016-11-21",0
"2016-11-22",5.4999
"2016-11-23",8.2521
"2016-11-24",2.8493
"2016-11-25",0.0047
"2016-11-26",0
"2016-11-27",0
"2016-11-28",0.0497
"2016-11-29",63.7336
"2016-11-30",51.059
"2016-12-01",44.4467
"2016-12-02",40.5177
"2016-12-03",32.3171
"2016-12-04",25.3362
"2016-12-05",16.718
"2016-12-06",2.7729
"2016-12-07",0.7312
"2016-12-08",0.4033
"2016-12-09",0.2028
"2016-12-10",0.0873
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",45.4502
"2016-12-19",41.2412
"2016-12-20",94.5558
"2016-12-21",87.5846
"2016-12-22",77.4879
"2016-12-23",76.3096
"2016-12-24",72.0239
"2016-12-25",43.2464
"2016-12-26",40.2634
"2016-12-27",39.4543
"2016-12-28",40.4142
"2016-12-29",34.7744
"2016-12-30",33.4536
"2016-12-31",31.3803
"2017-01-01",83.4135
"2017-01-02",104.1854
"2017-01-03",94.4681
"2017-01-04",81.9188
"2017-01-05",62.7417
"2017-01-06",105.8412
"2017-01-07",116.4248
"2017-01-08",111.1338
"2017-01-09",87.0624
"2017-01-10",29.2503
"2017-01-11",27.4176
"2017-01-12",25.1603
"2017-01-13",24.5895
"2017-01-14",24.7499
"2017-01-15",31.3968
"2017-01-16",49.3537
"2017-01-17",90.974
"2017-01-18",114.4019
"2017-01-19",107.2557
"2017-01-20",138.0826
"2017-01-21",167.7389
"2017-01-22",216.5826
"2017-01-23",220.7436
"2017-01-24",339.2657
"2017-01-25",344.4034
"2017-01-26",376.3539
"2017-01-27",362.7036
"2017-01-28",346.5228
"2017-01-29",326.2078
"2017-01-30",311.9418
"2017-01-31",280.6701
"2017-02-01",247.4684
"2017-02-02",228.0327
"2017-02-03",189.8424
"2017-02-04",157.7444
"2017-02-05",140.7145
"2017-02-06",128.4492
"2017-02-07",147.5571
"2017-02-08",106.2774
"2017-02-09",78.3351
"2017-02-10",60.8901
"2017-02-11",26.3609
"2017-02-12",13.5083
"2017-02-13",14.9329
"2017-02-14",68.3926
"2017-02-15",64.2036
"2017-02-16",51.7379
"2017-02-17",37.57
"2017-02-18",28.0683
"2017-02-19",17.8578
"2017-02-20",19.3296
"2017-02-21",17.8153
"2017-02-22",10.0127
"2017-02-23",6.3001
"2017-02-24",5.8803
"2017-02-25",5.6184
"2017-02-26",5.3425
"2017-02-27",5.1467
"2017-02-28",11.7477
"2017-03-01",166.4139
"2017-03-02",150.3665
"2017-03-03",134.8483
"2017-03-04",109.5597
"2017-03-05",12.4162
"2017-03-06",7.5502
"2017-03-07",6.7294
"2017-03-08",6.1657
"2017-03-09",5.4463
"2017-03-10",3.5758
"2017-03-11",1.6747
"2017-03-12",0.8208
"2017-03-13",0.3208
"2017-03-14",0.1321
"2017-03-15",0
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",13.57
"2017-03-25",2.0875
"2017-03-26",1.6835
"2017-03-27",0.092
"2017-03-28",0.2595
"2017-03-29",4.892
"2017-03-30",0.276
"2017-03-31",0
"2017-04-01",38.7318
"2017-04-02",30.3816
"2017-04-03",2.2361
"2017-04-04",35.3204
"2017-04-05",64.1801
"2017-04-06",45.4397
"2017-04-07",13.9751
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",0
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",1.6888
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0
"2017-05-03",0
"2017-05-04",0
"2017-05-05",0
"2017-05-06",0
"2017-05-07",0
"2017-05-08",0
"2017-05-09",0
"2017-05-10",0
"2017-05-11",0
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0
"2017-05-16",0
"2017-05-17",0
"2017-05-18",12.0136
"2017-05-19",31.583
"2017-05-20",10.817
"2017-05-21",1.1911
"2017-05-22",0
"2017-05-23",0
"2017-05-24",0
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0
"2017-05-31",0
"2017-06-01",0
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",0
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0
"2017-07-08",0
"2017-07-09",0
"2017-07-10",0
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",0
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0
"2017-07-28",0
"2017-07-29",0
"2017-07-30",0
"2017-07-31",0
"2017-08-01",0
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",0
"2017-08-07",0
"2017-08-08",0
"2017-08-09",0
"2017-08-10",0
"2017-08-11",0
"2017-08-12",0
"2017-08-13",0
"2017-08-14",0
"2017-08-15",0
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0
"2017-08-23",0
"2017-08-24",0
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0
"2017-08-31",0
"2017-09-01",0
"2017-09-02",0
"2017-09-03",0
"2017-09-04",0
"2017-09-05",0
"2017-09-06",0
"2017-09-07",0
"2017-09-08",0
"2017-09-09",0
"2017-09-10",0
"2017-09-11",0
"2017-09-12",0
"2017-09-13",0
"2017-09-14",0
"2017-09-15",0
"2017-09-16",0
"2017-09-17",0
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0
"2017-09-25",0
"2017-09-26",0
"2017-09-27",0
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0
"2017-10-05",0
"2017-10-06",0
"2017-10-07",0
"2017-10-08",0
"2017-10-09",0
"2017-10-10",0
"2017-10-11",0
"2017-10-12",0
"2017-10-13",0
"2017-10-14",0
"2017-10-15",0
"2017-10-16",0
"2017-10-17",0
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",0
"2017-10-24",0
"2017-10-25",0
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0
"2017-10-29",0
"2017-10-30",0
"2017-10-31",0
"2017-11-01",0
