"DateTime","(mm) SWE (SNODAS) at Navajo Mountain, 2015-11-02 to 2017-11-01"
"2015-11-02",0
"2015-11-03",0
"2015-11-04",0.0333
"2015-11-05",4.6288
"2015-11-06",5.3299
"2015-11-07",4.804
"2015-11-08",4.1211
"2015-11-09",1.8124
"2015-11-10",0.291
"2015-11-11",1.4288
"2015-11-12",0.9336
"2015-11-13",0.4881
"2015-11-14",0.158
"2015-11-15",0.0499
"2015-11-16",0.0166
"2015-11-17",2.1479
"2015-11-18",0.9084
"2015-11-19",0.0083
"2015-11-20",0
"2015-11-21",0
"2015-11-22",0
"2015-11-23",0
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",0
"2015-11-28",0
"2015-11-29",0
"2015-11-30",0
"2015-12-01",0
"2015-12-02",0
"2015-12-03",0
"2015-12-04",0
"2015-12-05",0
"2015-12-06",0
"2015-12-07",0
"2015-12-08",0
"2015-12-09",0
"2015-12-10",0
"2015-12-11",0
"2015-12-12",0.5497
"2015-12-13",0.3478
"2015-12-14",0
"2015-12-15",9.1592
"2015-12-16",9.8738
"2015-12-17",9.449
"2015-12-18",8.7369
"2015-12-19",7.8869
"2015-12-20",5.3292
"2015-12-21",3.8203
"2015-12-22",2.7958
"2015-12-23",2.707
"2015-12-24",2.045
"2015-12-25",1.8151
"2015-12-26",6.3985
"2015-12-27",5.4933
"2015-12-28",4.9145
"2015-12-29",4.5567
"2015-12-30",4.2547
"2015-12-31",3.6379
"2016-01-01",3.4304
"2016-01-02",3.0716
"2016-01-03",2.8222
"2016-01-04",2.1734
"2016-01-05",6.641
"2016-01-06",8.126
"2016-01-07",20.6756
"2016-01-08",37.8397
"2016-01-09",44.4042
"2016-01-10",44.2465
"2016-01-11",44.1352
"2016-01-12",43.6154
"2016-01-13",43.1369
"2016-01-14",42.0495
"2016-01-15",40.3368
"2016-01-16",42.9299
"2016-01-17",42.0957
"2016-01-18",40.8697
"2016-01-19",39.1153
"2016-01-20",40.4647
"2016-01-21",36.3238
"2016-01-22",35.2421
"2016-01-23",34.1721
"2016-01-24",32.0287
"2016-01-25",34.8952
"2016-01-26",34.0067
"2016-01-27",32.8639
"2016-01-28",31.3663
"2016-01-29",29.8501
"2016-01-30",26.6511
"2016-01-31",9.2835
"2016-02-01",11.1875
"2016-02-02",19.7123
"2016-02-03",19.337
"2016-02-04",19.0399
"2016-02-05",18.6972
"2016-02-06",18.1779
"2016-02-07",17.8027
"2016-02-08",16.0743
"2016-02-09",12.6603
"2016-02-10",10.6475
"2016-02-11",9.5807
"2016-02-12",8.5895
"2016-02-13",7.28
"2016-02-14",5.081
"2016-02-15",3.8891
"2016-02-16",2.8095
"2016-02-17",2.0202
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0.5052
"2016-03-08",0.2744
"2016-03-09",0.0499
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0.291
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",0
"2016-03-29",0
"2016-03-30",1.2385
"2016-03-31",0.9425
"2016-04-01",0.5901
"2016-04-02",0.1496
"2016-04-03",0.0083
"2016-04-04",0
"2016-04-05",0
"2016-04-06",0
"2016-04-07",0
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0
"2016-04-11",0
"2016-04-12",0
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0
"2016-04-16",2.55
"2016-04-17",1.3385
"2016-04-18",0.9062
"2016-04-19",0.6734
"2016-04-20",0.1912
"2016-04-21",0
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",1.5505
"2016-04-27",0.9311
"2016-04-28",0.7981
"2016-04-29",3.9655
"2016-04-30",3.9823
"2016-05-01",4.2733
"2016-05-02",5.4953
"2016-05-03",4.3897
"2016-05-04",2.4609
"2016-05-05",0.2827
"2016-05-06",0
"2016-05-07",0
"2016-05-08",0.3159
"2016-05-09",0.3492
"2016-05-10",0
"2016-05-11",0
"2016-05-12",0
"2016-05-13",0
"2016-05-14",0
"2016-05-15",0
"2016-05-16",0
"2016-05-17",0
"2016-05-18",0
"2016-05-19",0
"2016-05-20",0
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0
"2016-06-29",0
"2016-06-30",0
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",0
"2016-07-16",0
"2016-07-17",0
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0
"2016-07-21",0
"2016-07-22",0
"2016-07-23",0
"2016-07-24",0
"2016-07-25",0
"2016-07-26",0
"2016-07-27",0
"2016-07-28",0
"2016-07-29",0
"2016-07-30",0
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0
"2016-08-22",0
"2016-08-23",0
"2016-08-24",0
"2016-08-25",0
"2016-08-26",0
"2016-08-27",0
"2016-08-28",0
"2016-08-29",0
"2016-08-30",0
"2016-08-31",0
"2016-09-01",0
"2016-09-02",0
"2016-09-03",0
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0
"2016-09-18",0
"2016-09-19",0
"2016-09-20",0
"2016-09-21",0
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
