"DateTime","(mm) SWE (SNODAS) at Black Mesa, 2012-10-02 to 2015-10-01"
"2012-10-02",0
"2012-10-03",0
"2012-10-04",0
"2012-10-05",0
"2012-10-06",0
"2012-10-07",0
"2012-10-08",0
"2012-10-09",0
"2012-10-10",0
"2012-10-11",0
"2012-10-12",0
"2012-10-13",0
"2012-10-14",0
"2012-10-15",0
"2012-10-16",0
"2012-10-17",0
"2012-10-18",0
"2012-10-19",0
"2012-10-20",0
"2012-10-21",0
"2012-10-22",0
"2012-10-23",0
"2012-10-24",0
"2012-10-25",0
"2012-10-26",0
"2012-10-27",0
"2012-10-28",0
"2012-10-29",0
"2012-10-30",0
"2012-10-31",0
"2012-11-01",0
"2012-11-02",0
"2012-11-03",0
"2012-11-04",0
"2012-11-05",0
"2012-11-06",0
"2012-11-07",0
"2012-11-08",0
"2012-11-09",0
"2012-11-10",0
"2012-11-11",3.3341
"2012-11-12",2.3537
"2012-11-13",1.6541
"2012-11-14",1.2292
"2012-11-15",0.0348
"2012-11-16",0.0033
"2012-11-17",0
"2012-11-18",0
"2012-11-19",0
"2012-11-20",0
"2012-11-21",0
"2012-11-22",0
"2012-11-23",0
"2012-11-24",0
"2012-11-25",0
"2012-11-26",0
"2012-11-27",0
"2012-11-28",0
"2012-11-29",0
"2012-11-30",0
"2012-12-01",0
"2012-12-02",0
"2012-12-03",0
"2012-12-04",0
"2012-12-05",0
"2012-12-06",0
"2012-12-07",0
"2012-12-08",0
"2012-12-09",0
"2012-12-10",0
"2012-12-11",0
"2012-12-12",0
"2012-12-13",0
"2012-12-14",0
"2012-12-15",13.2493
"2012-12-16",22.4683
"2012-12-17",22.5999
"2012-12-18",22.419
"2012-12-19",24.4291
"2012-12-21",30.6721
"2012-12-22",29.472
"2012-12-23",28.3243
"2012-12-24",27.1952
"2012-12-25",33.6342
"2012-12-26",33.1212
"2012-12-27",34.4914
"2012-12-28",36.379
"2012-12-29",36.4798
"2012-12-30",35.7889
"2012-12-31",38.7447
"2013-01-01",42.4972
"2013-01-02",42.4099
"2013-01-03",41.9906
"2013-01-04",41.6108
"2013-01-05",41.231
